survey	xray_objid	old_sdss_dr8objid	new_sdss_dr8objid	RA	DEC	z_spec	eBV	class	SOFT_FLUX	hard_flux	full_flux	SDSS_REJ	petroRad_u	petroRad_g	petroRad_r	petroRad_i	petroRad_z	petroR90_u	petroR90_g	petroR90_r	petroR90_i	petroR90_z	probPSF	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z	sdss_u_mag	sdss_u_err	sdss_g_mag	sdss_g_err	sdss_r_mag	sdss_r_err	sdss_i_mag	sdss_i_err	sdss_z_mag	sdss_z_err	galex_objid	galex_nuv_mag	galex_nuv_err	galex_fuv_mag	galex_fuv_err	ukidss_objid	ukidss_y_mag	ukidss_y_err	ukidss_j_mag	ukidss_j_err	ukidss_h_mag	ukidss_h_err	ukidss_k_mag	ukidss_k_err	wise_sigra	wise_sigdec	wise_cntr	wise_w1_mag	wise_w1_err	wise_w2_mag	wise_w2_err	wise_w3_mag	wise_w3_err	wise_w4_mag	wise_w4_err	wise_w1_snr	wise_w1_cov	wise_w2_snr	wise_w2_cov	wise_w3_snr	wise_w3_cov	wise_w4_snr	wise_w4_cov
XMM	200430101	1237663237130682468	1237676323905011970	55.37988	-1.234226	1.797497	0.026332	QSO	6.734053e-15	0.0	1.895198e-14	no	18.01978	1.34996	1.316438	1.283881	1.214279	2.01792	1.43535	1.22709	1.593951	2.078986	1	0.6266183	0.4610597	0.334399	0.2535646	0.1797805	20.9844883874	0.09923279	20.5623429564	0.03272458	20.3109230694	0.02863331	19.9712198047	0.02709497	19.7839765193	0.07227726	3786157432635396429	22.6906813952	0.08367101	23.2778661081	0.2222726	433838536432	19.5451736394	0.200168	19.1824327873	0.121387	18.7503390451	0.15162	18.2958299589	0.098323	0.3411	0.3608	559001601241023399	19.5008799794	0.122	18.8404488706	0.13	17.905	9999.0	15.755	9999.0	13.5	13.838	14.4	13.847	3.7	12.91	2.4	12.869
XMM	200480401	1237663782603325683	1237663524924227814	37.72556	-1.098621	0.378012	0.0302	QSO	1.077761e-14	0.0	3.197543e-14	no	2.270435	1.602371	1.551358	3.677661	18.02134	2.53106	1.559782	1.471355	1.384028	2.704612	0	0.186229	0.1370255	0.09938233	0.07535861	0.05343019	21.6533126887	0.1589627	21.3068954607	0.05213621	20.4473508225	0.0355717	20.2054552842	0.04368175	19.7425824074	0.1193775	2417661280240278810	22.4333814956	0.1238891	22.7813356372	0.1586625	433838756398	-99.0	-99.0	21.6129659226	0.541347	-99.0	-99.0	-99.0	-99.0	0.3987	0.4117	378001601241027938	19.4125026615	0.104	19.5837801435	0.247	18.681	0.475	15.832	9999.0	14.1	24.672	8.7	23.776	4.0	23.925	1.9	24.632
XMM	200480401	1237666406848397527	1237663542101934248	37.83374	-0.9018783	0.286705	0.017455	GALAXY	2.135666e-14	5.434161e-14	7.017828e-14	no	2.230246	3.085506	2.705926	2.868869	2.873064	1.528148	3.816752	3.073065	3.081069	3.195484	0	0.1626837	0.1197011	0.08681723	0.06583088	0.04667491	21.585391502	0.2036493	19.9755028147	0.02529655	18.6305399703	0.013321	18.0947349131	0.0127517	17.707370373	0.03031756	2417661280240281339	22.9079930239	0.1998563	23.5710507164	0.282506	433837941318	20.5627172572	0.330965	-99.0	-99.0	-99.0	-99.0	19.9605810343	0.397503	0.1552	0.1569	378001601241036193	18.1496805172	0.048	18.6010493486	0.101	18.293	9999.0	16.107	9999.0	32.8	26.768	20.8	26.799	1.8	24.1	0.6	24.124
XMM	200480401	1237666406848397653	1237663542101999868	37.92978	-0.8765541	0.654493	0.041532	QSO	8.643921e-15	0.0	3.635631e-14	no	1.988753	1.279242	3.352531	0.9827154	7.359316	0.6228288	0.8976881	4.121701	1.495538	4.806615	1	0.1585305	0.1166452	0.08460086	0.06415027	0.04548334	21.5553346353	0.1032209	21.1525941222	0.03429331	21.0133388855	0.0430155	20.805817227	0.05221237	20.374341066	0.1349104	2417661280240281623	21.7354300136	0.0827496	22.3600710175	0.1302927	433837730228	20.3820515976	0.297409	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.324	0.3429	378001601241036362	19.4735354976	0.141	19.1759204423	0.158	18.283	9999.0	16.12	9999.0	16.0	29.566	13.3	29.801	0.7	28.704	1.0	29.128
XMM	200480401	1237666406848397654	1237663542101999870	37.9329	-1.028371	1.023089	0.042059	QSO	9.368787e-15	0.0	2.21235e-14	no	3.327362	1.410447	1.281731	2.013257	1.392282	1.239817	1.523864	1.626579	1.84464	1.126804	1	0.1628458	0.1198204	0.08690374	0.06589647	0.04672142	21.0904895465	0.07454716	20.9840665839	0.03024626	20.7156726087	0.03541386	20.6404886844	0.0484932	20.1673009373	0.1190168	2417661280240279699	21.3730406871	0.06052874	23.2608944834	0.2187282	433838575988	19.0858153373	0.078837	18.9609833979	0.106923	19.1035089471	0.213049	19.0985623546	0.178783	0.2849	0.2981	378001601241036392	19.1546861773	0.102	19.0860543798	0.194	18.682	0.434	15.884	9999.0	18.5	24.959	13.7	25.093	3.6	23.97	3.0	24.435
XMM	203690101	1237663204918362371	1237666662382764307	9.599127	0.7805334	0.350214	0.027142	QSO	2.908731e-14	6.56923e-14	8.966515e-14	no	1.180796	1.635006	1.860451	1.724608	3.035676	0.9189724	1.616053	2.269067	2.043232	2.928799	0	0.1100693	0.08098794	0.05873921	0.04454016	0.03157953	21.7569450586	0.166047	21.4418214336	0.05538005	20.2173130035	0.03097489	19.8291118338	0.03394208	19.3252840149	0.07298525	2916610860832007543	23.1194781148	0.3462254	23.9099310334	0.408394	433827473642	19.1204672109	0.106902	18.6890718832	0.044795	18.5530214268	0.067024	18.9350767018	0.147831	0.4078	0.4263	90101501241000265	19.2398433509	0.114	19.6294163119	0.354	18.3	9999.0	16.104	9999.0	14.3	12.869	6.7	12.712	3.2	12.833	0.6	13.176
XMM	211280101	1237666408440725526	1237666661839994904	356.1247	0.3205777	0.02204	0.01941	GALAXY	4.693456e-15	0.0	0.0	no	19.58682	17.43585	17.24764	16.75796	14.42584	23.73277	21.22638	20.84707	20.5724	18.31173	0	0.1277498	0.09399709	0.06817453	0.05169468	0.03665217	16.5293517792	0.01073066	14.6849596974	0.002064141	13.8437657882	0.001935249	13.4486667523	0.001976978	13.1477684272	0.003106378	2907674030320400145	-99.0	-99.0	20.8057026425	0.04940131	433828881184	18.7477506708	0.074132	18.6971409548	0.104062	18.1572838379	0.06795	17.9879814215	0.094159	0.0781	0.0777	3554100001241025658	14.8164607108	0.007	15.5849650762	0.01	17.122	0.137	15.798	9999.0	46.0	13.867	51.6	13.938	10.3	13.949	2.0	13.94
XMM	303562201	1237663784202141733	1237676325496160345	10.81817	0.178918	0.580548	0.030987	QSO	3.730052e-14	0.0	9.144698e-14	no	2.805443	1.505595	1.513816	4.923592	1.865607	2.311113	1.584104	2.168029	2.082436	1.92822	0	0.1095834	0.08063042	0.05847991	0.04434354	0.03144012	19.869101266	0.08105434	19.6018503822	0.02781946	19.5753752675	0.02817716	19.2372406526	0.02390105	19.2774224221	0.07340053	2915097932832180410	19.9044656869	0.03247846	20.6262501117	0.05897444	433830863791	18.2595330645	0.043692	18.0420180878	0.06028	18.0281569457	0.100973	18.243542769	0.132965	0.1826	0.1915	105100001241023710	17.7118263845	0.043	17.8924012306	0.091	17.921	0.418	15.483	9999.0	27.1	13.785	20.1	13.784	2.8	9.981	1.0	11.647
XMM	303562201	1237663784202141918	1237676325496160415	10.87463	0.08753917	0.271404	0.020569	GALAXY	1.56861e-14	4.655289e-14	5.540275e-14	no	2.082416	3.048288	2.196549	2.134062	2.050348	1.372525	3.123235	2.564137	2.232195	1.807107	0	0.09694216	0.07132912	0.05173383	0.03922819	0.02781328	20.2321259811	0.1582207	19.4744880268	0.0345657	18.5674606187	0.01684056	18.1868773411	0.01421811	17.8236190468	0.03049515	2915097932832179279	21.0814815496	0.05842234	21.8542687124	0.1114469	433830734035	18.0346434153	0.037501	17.8336080563	0.030834	17.7048295574	0.035631	17.9553699666	0.054448	0.1981	0.2091	105100001241013668	18.2243849833	0.074	18.263008874	0.084	18.026	0.471	15.292	9999.0	25.6	12.848	18.1	12.804	4.2	8.913	1.4	10.794
XMM	303562201	1237663784202142101	1237676325496095113	10.7864	0.09974105	0.7427	0.031106	QSO	7.701058e-15	0.0	2.4731e-14	no	1.058154	1.04197	2.024477	1.196173	3.386249	-9999.0	3.255279	1.642688	2.842741	3.040475	0	0.1068542	0.07862227	0.05702343	0.04323914	0.03065709	21.8628470782	0.508207	21.4444632706	0.1537336	20.7752722894	0.08760414	20.2242653311	0.05949016	20.0581494603	0.16083	2915097932832179363	22.9652126301	0.2081445	23.3419412101	0.2678058	433830863676	20.3666119275	0.304882	-99.0	-99.0	19.4329309365	0.290457	19.004342175	0.27425	0.35	0.3706	105100001241013805	19.1857310875	0.186	19.7123165222	0.33	18.319	0.526	15.844	9999.0	17.1	13.611	6.2	13.852	1.9	9.083	0.8	10.846
XMM	304801201	1237666185626256184	1237666338091893991	323.3169	-1.018337	0.8558	0.070546	QSO	9.630097e-15	0.0	3.208408e-14	no	1.332984	1.915211	1.293997	1.28132	4.000606	0.6135437	1.815996	0.9777777	0.7942151	1.742688	1	0.2492621	0.1834047	0.1330204	0.1008653	0.07151477	21.7843917011	0.3503176	21.4537964268	0.1269557	21.2397364987	0.1001149	20.9114744211	0.09181117	20.3544759668	0.1534358	2904577805577625430	21.8291490696	0.07930449	23.1825384324	0.2064214	433871788072	19.0857760433	0.091468	18.5963062283	0.098515	17.6987583014	0.074819	-99.0	-99.0	0.53	0.5424	3236001601241038603	19.2077036233	0.132	19.676736554	0.34	17.995	9999.0	15.785	9999.0	11.9	9.876	4.2	9.689	2.5	9.896	-0.2	9.87
XMM	400570301	1237663204922884210	1237666726784270405	19.95157	0.7317446	1.754128	0.021643	QSO	8.094669e-15	6.307196e-14	4.414373e-14	no	1.970333	1.965099	1.821137	1.588784	1.812979	2.156328	2.218957	2.248511	1.977476	1.892007	1	0.1710874	0.1258845	0.09130194	0.0692315	0.04908599	19.7745080962	0.03554617	19.3201024869	0.01201576	18.9638857408	0.01218505	18.4718825614	0.01156952	18.3634433358	0.02993504	2913092423623122006	22.9190256985	0.1710564	23.7666924124	0.3132945	433828279093	21.3762114338	0.420519	20.7505646942	0.195956	20.0546230295	0.290954	19.8155879077	0.27518	0.1339	0.1352	196100001241030989	18.0299739538	0.032	17.4223101812	0.039	16.699	0.102	15.207	0.246	31.1	16.782	31.3	16.98	18.2	14.622	8.4	14.897
XMM	673000101	1237663543684497608	1237666077714546834	333.7029	0.4186318	1.845257	0.046515	QSO	1.080966e-14	2.826183e-14	3.612183e-14	no	1.421881	1.26247	1.039042	1.049648	1.009353	1.352679	1.287941	1.177674	1.215632	1.063718	1	0.2978263	0.2191378	0.158937	0.1205171	0.08544813	19.4778189926	0.03023197	19.2637250514	0.01238808	19.105538536	0.01220203	18.7774439812	0.0120453	18.7233387928	0.03430043	2470684128976050209	21.2402156279	0.04516216	-99.0	-99.0	433829157433	19.3110546264	0.118875	19.5094913154	0.171536	19.7620835211	0.323066	19.3000787329	0.237161	0.3194	0.3267	3342100001241022745	19.0643993664	0.122	18.7972438813	0.131	18.092	0.37	15.795	9999.0	16.3	11.824	13.2	11.703	5.7	10.856	0.9	10.851
XMM	673000101	1237663543684497665	1237666077714546875	333.7346	0.3328268	0.585207	0.045026	GALAXY	1.804918e-14	0.0	4.685284e-14	no	1.579126	1.30713	1.007279	1.173684	1.309379	1.496685	1.346977	1.209954	1.324394	1.39995	1	0.3163615	0.2327758	0.1688284	0.1280175	0.09076599	19.5356035761	0.03138089	19.1109404559	0.01113602	18.7558143191	0.009995339	18.434802418	0.009816848	18.2010770873	0.02302315	2470684128978146375	20.7869976062	0.03401187	21.4896284937	0.07807972	433829157534	19.8954988703	0.214576	19.6827377834	0.135071	19.4170917647	0.183469	19.2573031406	0.248154	0.126	0.1255	3342100001241022597	17.4330465703	0.029	17.5618191736	0.053	17.807	0.335	15.655	9999.0	36.9	12.848	28.9	12.782	8.9	11.854	2.4	11.766
XMM	673002301	1237657190901678312	1237666661301289168	351.9379	-0.1778075	1.570448	0.044462	QSO	8.144245e-15	0.0	2.298051e-14	no	1.589418	1.620474	1.352587	1.1432	3.257185	1.433636	1.540617	1.791276	1.944843	2.399962	1	0.1891933	0.1392066	0.1009642	0.07655814	0.05428067	20.7156370877	0.06549606	20.4994530727	0.02302282	20.3569991509	0.02995184	20.1139185922	0.03414209	20.1150142012	0.1428086	3784222292170515322	22.6875047414	0.1226236	23.1864975532	0.2012753	433834444201	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	19.6904623352	0.228783	0.5707	0.607	3524100001241007526	20.0396061676	0.329	19.164872149	0.228	17.873	9999.0	16.16	9999.0	7.6	11.814	9.6	12.475	2.7	12.368	-0.6	13.146
XMM	673002301	1237657190902071433	1237666661301682391	352.8162	-0.1174575	1.696383	0.029231	QSO	1.555963e-14	0.0	4.777294e-14	no	1.628902	1.58005	1.33325	1.268491	1.145901	1.640021	1.706087	1.541691	1.153088	2.234517	1	0.216966	0.1596415	0.1157853	0.08779651	0.06224882	20.6145083298	0.05771781	20.4583319108	0.02180926	20.2686943375	0.0275885	19.9100312629	0.02978469	19.8398641106	0.0994542	2911860970597918278	22.4381404345	0.1240425	-99.0	-99.0	433832627842	-99.0	-99.0	-99.0	-99.0	19.7460671286	0.209411	20.1502018448	0.317313	0.6038	0.6407	3524100001241016021	19.5705759224	0.206	19.0647341532	0.147	17.813	9999.0	15.703	9999.0	8.1	12.865	8.1	13.748	1.8	14.17	-0.2	13.959
XMM	673002301	1237657190902268123	1237666661301878946	353.3159	-0.08141586	0.696264	0.02363	QSO	2.859625e-14	3.668302e-14	8.168344e-14	no	1.833725	1.729113	1.47855	1.370024	27.92155	1.964571	1.819176	1.60583	1.608179	2.543619	1	0.1975216	0.1453345	0.1054087	0.07992823	0.05667011	20.4976694712	0.05524348	20.0474344772	0.01695035	19.952501134	0.0214869	19.8844212291	0.0286618	19.7141082956	0.09995143	2911825786227917884	20.4547615197	0.0284088	20.9108577253	0.05101828	433832596639	19.0660412915	0.04784	19.0678133758	0.058497	19.0433069418	0.149851	19.888443943	0.328451	0.2962	0.308	3539100001241019551	18.8958969715	0.102	18.9611306413	0.143	17.944	9999.0	15.65	9999.0	18.7	12.272	11.9	12.395	2.2	13.195	0.9	13.476
XMM	673002301	1237657190902333723	1237666661301879064	353.3703	-0.05145539	0.917535	0.02401	QSO	1.014753e-14	0.0	3.178421e-14	no	2.058061	1.726385	1.318	1.382836	1.318159	2.008256	1.856511	1.420401	1.444892	1.128343	1	0.2037436	0.1499126	0.1087291	0.082446	0.05845524	20.8653781288	0.0730161	20.6571075228	0.02606203	20.412149266	0.03032537	20.3743251709	0.04234051	20.5505353044	0.2074543	2911825786227918054	21.1795800803	0.04192104	21.8652898747	0.0805748	433832596571	17.9010929485	0.017793	17.6851663842	0.017913	17.5599745782	0.037377	17.844268457	0.055068	0.3782	0.3985	3539100001241019624	19.2571142285	0.151	18.9963237587	0.171	18.29	0.521	15.574	9999.0	14.3	12.895	9.8	12.863	4.1	13.007	1.0	12.99
XMM	673002301	1237663783657013416	1237667172385751173	351.9903	-0.3501216	1.068862	0.060462	QSO	3.499657e-14	6.881572e-14	1.090808e-13	no	1.206179	1.272834	1.07919	1.059271	0.8605544	1.214839	1.399872	1.176109	1.199433	0.9604988	1	0.215682	0.1586968	0.1151001	0.08727694	0.06188044	20.2845448749	0.04099642	19.9930599515	0.01489628	19.5622389661	0.01525801	19.6704153385	0.02221785	19.7604927992	0.08233088	3784222292170513335	20.8081371057	0.03080722	21.6103845645	0.07526187	433834397573	20.7591674883	0.384026	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.2575	0.2668	3524100001241008704	18.8015310883	0.078	18.3656943007	0.085	18.029	0.352	15.448	9999.0	18.5	11.815	18.0	10.918	4.0	10.98	1.7	10.826
XMM	673002301	1237663783657013418	1237667172385751175	351.9906	-0.2193948	1.245607	0.06073	QSO	6.440874e-14	1.200189e-13	1.911729e-13	no	1.219509	1.194377	1.216722	1.064574	1.807006	1.237846	1.288037	1.619924	1.174938	1.757242	1	0.2035946	0.149803	0.1086496	0.0823857	0.05841249	19.9608912403	0.0336934	19.9719321397	0.01488794	19.4147024978	0.0140239	19.4572157451	0.01906317	19.5878380182	0.07098106	3784222292170514942	20.6942208155	0.02814604	22.0425585342	0.09719533	433834397577	17.9743379458	0.035509	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.2452	0.2596	3524100001241008715	18.8521090258	0.079	18.501319134	0.097	18.471	0.473	15.836	9999.0	19.5	13.831	17.6	13.787	3.3	13.885	0.6	13.857
XMM	673002301	1237663783657210619	1237667172386013428	352.5122	-0.378724	0.737397	0.028651	QSO	3.730939e-14	6.189449e-14	1.123613e-13	no	0.9662895	1.828597	3.410185	6.148362	3.385789	3.138049	3.286102	5.271045	5.330995	6.237053	0	0.2122505	0.1561719	0.1132689	0.08588835	0.06089591	22.4066226081	0.2021187	21.407453259	0.04375651	20.9001912813	0.03989468	20.4412970524	0.04176369	20.1166140921	0.1228726	2911860970600012669	22.4987276954	0.2054867	23.4378594656	0.234795	433836023630	-99.0	-99.0	21.3484134325	0.528189	-99.0	-99.0	-99.0	-99.0	0.234	0.2411	3524100001241010182	18.4904112687	0.073	18.7885877944	0.165	18.366	0.43	16.192	9999.0	23.2	13.846	14.0	13.496	2.2	13.931	-0.8	14.263
XMM	673002301	1237663783657406518	1237667172386144295	352.9128	-0.2550008	0.801033	0.077713	QSO	7.799201e-14	1.062368e-13	2.290714e-13	no	1.325762	1.288246	1.061123	13.74012	1.380724	1.392215	1.356007	1.240427	1.284957	1.552807	1	0.1729253	0.1272368	0.09228271	0.06997518	0.04961328	18.5728132526	0.01594963	18.2169490281	0.0063431	18.1248793197	0.007249889	18.2071522237	0.009085331	18.0789732565	0.02414897	2911860970600014410	18.5524469587	0.01108879	19.3096258326	0.02289535	433834360150	19.3322831888	0.150096	19.1349816473	0.155084	18.8163291025	0.196573	19.2220362576	0.283857	0.0997	0.1007	3524100001241012878	17.1300381288	0.019	16.7613672256	0.024	16.53	0.088	15.298	0.242	37.7	13.857	40.6	13.523	19.6	13.954	6.7	13.835
XMM	673002301	1237663784194408451	1237667172923146407	353.1173	0.008725907	1.60672	0.027585	QSO	2.362576e-14	4.426149e-14	7.058164e-14	no	1.357162	1.140076	1.077138	0.9470516	1.039292	1.362983	1.244037	1.173939	1.06094	1.262647	1	0.1956316	0.1439439	0.1044001	0.07916345	0.05612787	19.2433499465	0.02398942	18.9313645839	0.008515613	18.7945642087	0.009698929	18.5045942844	0.01049007	18.5913353373	0.03705711	2911825786227918717	20.3233870871	0.0246643	21.9699948834	0.1240337	433832586040	-99.0	-99.0	17.8722674379	0.02471	-99.0	-99.0	-99.0	-99.0	0.1587	0.1677	3524100001241014428	18.2458309773	0.046	17.6590719798	0.058	16.809	0.102	15.621	0.328	25.5	13.217	27.5	13.551	15.9	13.851	5.2	13.712
XMM	673002301	1237663784194408683	1237667172923146482	353.2334	0.03395592	0.128812	0.02834	GALAXY	2.240015e-14	0.0	7.172838e-14	no	9.518888	4.48498	4.305893	4.175654	4.086316	6.117748	4.737391	4.333446	4.42014	3.56232	0	0.1981733	0.1458141	0.1057565	0.08019196	0.0568571	19.4581144592	0.0509184	18.2384616663	0.008746236	17.3720031664	0.007038624	16.8806774089	0.007072119	16.6054113787	0.02027266	2911825786227918967	20.7689968074	0.03399299	21.0496459238	0.05342487	433832585993	-99.0	-99.0	18.8006557641	0.065875	-99.0	-99.0	-99.0	-99.0	0.1299	0.1298	3539100001241019440	17.4629197273	0.024	17.8671508687	0.06	17.403	0.182	15.486	9999.0	36.5	13.831	26.6	13.688	10.6	13.143	3.3	14.112
XMM	673002301	1237663784194408745	1237667172923146418	353.1262	0.02670435	0.715889	0.027709	QSO	2.031813e-14	0.0	6.607903e-14	no	1.368733	1.2228	1.225783	5.309444	1.394058	1.587125	1.47409	1.468384	1.345563	1.155539	1	0.197258	0.1451405	0.105268	0.07982154	0.05659447	20.6480449893	0.05873731	20.2590957323	0.01781677	20.1365630126	0.02228496	20.0732537886	0.03038422	19.8030123317	0.1048566	2911825786227918852	21.2988813036	0.04213655	21.978087676	0.08899814	433832586006	-99.0	-99.0	18.060857917	0.071875	-99.0	-99.0	-99.0	-99.0	0.3678	0.3801	3524100001241014581	19.4068877672	0.171	19.1581224597	0.236	17.785	9999.0	15.661	9999.0	14.5	12.805	10.9	12.906	3.0	12.847	2.3	12.851
XMM	673002301	1237666407365017790	1237666660764287113	351.6653	-0.5112371	0.581915	0.093449	QSO	9.682383e-14	1.976998e-13	3.078142e-13	no	1.492591	1.576321	1.326282	1.396724	1.671942	1.583965	1.648522	1.362841	1.586861	1.922816	1	0.213612	0.1571736	0.1139954	0.08643929	0.06128654	20.0095320621	0.03799934	19.4194048303	0.01143172	19.4593313812	0.01528826	19.1510486848	0.0171997	19.1601547973	0.05692874	3784222292170511196	19.84953987	0.01918383	20.7568709758	0.03826671	433836093534	19.0126512089	0.073219	18.9576482285	0.100742	18.7566410642	0.109734	18.9656676178	0.152741	0.2051	0.2157	3509100001241000107	18.4594588089	0.101	18.2346300524	0.107	17.388	0.239	15.412	9999.0	23.7	13.806	19.3	13.639	8.5	13.987	1.2	13.74
XMM	673002301	1237666407365410887	1237666660764680256	352.5449	-0.4980567	0.547017	0.02568	QSO	8.465852e-14	1.424641e-13	2.485433e-13	no	1.75758	1.507455	1.392903	1.318077	1.405996	1.719552	1.586168	1.563298	1.663167	1.337006	1	0.214772	0.1580272	0.1146145	0.08690871	0.06161935	18.8748299185	0.01929078	18.5618274103	0.007177037	18.6191411872	0.009248308	18.4114934762	0.01058886	18.3898250786	0.02966897	2911860970600011454	19.3743890456	0.01658486	19.9768913443	0.02917493	433836023301	16.8522937133	0.010675	16.7312582751	0.01174	16.6810611282	0.017142	17.1442986266	0.023249	0.1054	0.1046	3524100001241002755	17.1464993133	0.024	16.8856660563	0.034	16.58	0.107	15.417	0.289	39.5	11.881	36.7	11.675	19.2	11.974	6.0	11.892
XMM	673002301	1237666407365411028	1237666660764680341	352.5925	-0.6141899	0.272076	0.017909	QSO	5.313764e-14	1.202521e-13	1.698164e-13	no	1.939216	1.786114	1.907422	2.004711	7.508472	1.487825	2.205191	2.117743	2.437451	2.032939	0	0.1854821	0.136476	0.09898376	0.07505639	0.05321591	20.3748366283	0.05618123	20.0166773288	0.01801386	19.4633161302	0.01737688	19.1755175249	0.01951852	18.8991855013	0.05070898	2911860970600009755	21.3632725032	0.06695877	21.4925771327	0.07016938	433836967178	19.3589930016	0.101035	18.8706671168	0.115905	18.568837023	0.114176	18.1927231631	0.113625	0.2628	0.2662	3524100001241002869	18.8944765816	0.098	18.6047569614	0.141	17.793	9999.0	15.763	9999.0	19.4	11.823	16.3	11.844	2.8	11.888	0.4	11.87
