z_best,z_ml,z_qso,survey,xray_objid,old_sdss_dr8objid,new_sdss_dr8objid,RA,DEC,z_spec,eBV,class,SOFT_FLUX,hard_flux,full_flux,SDSS_REJ,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,probPSF,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_u_mag,sdss_u_err,sdss_g_mag,sdss_g_err,sdss_r_mag,sdss_r_err,sdss_i_mag,sdss_i_err,sdss_z_mag,sdss_z_err,galex_objid,galex_nuv_mag,galex_nuv_err,galex_fuv_mag,galex_fuv_err,ukidss_objid,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err,wise_sigra,wise_sigdec,wise_cntr,wise_w1_mag,wise_w1_err,wise_w2_mag,wise_w2_err,wise_w3_mag,wise_w3_err,wise_w4_mag,wise_w4_err,wise_w1_snr,wise_w1_cov,wise_w2_snr,wise_w2_cov,wise_w3_snr,wise_w3_cov,wise_w4_snr,wise_w4_cov
1.0312,1.015,0.74,XMM,90070201,1237663716556013869,1237676326569902425,10.94664,0.8865002,0.831077,0.030852,QSO,1.236155E-14,2.716969E-14,3.941152E-14,no,1.332733,4.17084,1.847614,1.767224,7.202267,1.011768,3.27441,2.636797,1.420724,3.118117,True,0.1115987,0.08211327,0.0595554,0.04515905,0.03201833,21.3353,0.3132491,20.68779,0.07419121,20.69353,0.07849602,20.43073,0.07613153,19.9662,0.1344215,2915097932832188737,20.88558,0.06918304,22.02614,0.1287012,433827446712,-99,-99,-99,-99,19.74849,0.196632,20.4504,0.37249,0.3582,0.3542,105101501241001407,18.8239,0.072,19.31946,0.231,17.706,9999,15.593,9999,17.5,15.738,5.9,15.485,2,8.605,1.2,8.847
1.0426,1.0627,1.1,CSC,7748,1237663784207712367,1237676325501730936,23.58042,0.1403268,1.113772,0.054398,QSO,1.165388E-14,0,3.277407E-14,no,1.185097,1.285541,0.9584398,1.097617,0.9905279,1.393021,1.24436,1.057414,1.241277,0.8233882,True,0.1537142,0.1131014,0.08203058,0.06220131,0.0441015,20.38337,0.09564094,20.14197,0.03556811,19.84367,0.02522909,19.85958,0.02835788,19.8245,0.09489664,2913690557948630571,20.96094,0.04790133,23.50331,0.1946517,433830575707,-99,-99,-99,-99,-99,-99,19.6392,0.28159,0.3178,0.3251,242100001241022277,19.25637,0.169,18.82277,0.144,18.357,0.407,16.021,9999,16.1,15.517,13.8,15.824,4.5,15.957,0.3,15.995
1.0429,0.669,0.88,XMM,90070201,1237663716556013887,1237676326569967772,10.9641,0.9173222,1.141238,0.031788,QSO,1.364874E-14,0,4.27814E-14,no,2.508126,1.259245,1.328316,1.697719,1.905007,2.105331,1.203505,1.578447,1.724079,2.129194,True,0.1125575,0.08281871,0.06006704,0.04554702,0.0322934,20.38309,0.1174132,20.33021,0.04595454,20.19158,0.04350092,20.20601,0.05383935,20.36486,0.1617317,2915097932832189370,20.76509,0.04728195,22.23196,0.1474792,433827446616,-99,-99,-99,-99,20.12426,0.245763,19.80451,0.299275,0.633,0.6632,105101501241001695,19.53093,0.143,19.43049,0.356,17.582,9999,14.904,9999,8.6,12.912,7.3,12.914,-0.1,5.88,0.3,5.923
1.0809,1.1123,1.58,XMM,41170101,1237666300553527359,1237676673398276357,45.52806,-0.02286571,0.644918,0.022539,QSO,1.185434E-13,2.622789E-13,3.726946E-13,no,2.049796,1.822655,2.515402,1.749854,1.813901,1.959102,2.689871,3.029034,2.367646,1.323242,True,0.5503435,0.4049375,0.2936944,0.2226996,0.1578968,21.36989,0.1152294,20.48623,0.02289847,20.54199,0.03686511,19.88948,0.0278171,19.93853,0.1308318,3780563117473268744,22.22024,0.09771835,22.88917,0.2621828,433832532056,20.74108,0.338106,20.76403,0.330992,-99,-99,19.31666,0.27763,0.149,0.1546,453100001241017651,18.08722,0.044,17.98608,0.055,17.741,0.226,15.948,9999,31.1,14.775,25.3,14.738,8.6,14.932,2.8,14.729
1.0809,1.1207,1.8,XMM,93030201,1237663543142580878,1237663543142580878,322.2689,-0.08625958,1.42,0.058543,-999,5.242987E-15,0,0,no,1.323483,1.179912,0.9811363,0.964168,1.090395,1.300059,1.211153,1.133218,1.109444,1.035947,True,0.2146131,0.1579103,0.1145297,0.08684441,0.06157377,20.49335,0.04549582,20.31276,0.01760969,20.0348,0.0195016,19.85142,0.02337651,19.78053,0.07989123,6396380444789576970,21.81641,0.1754632,22.9863,0.3145811,433871281537,20.36683,0.288624,20.95832,0.426817,20.39763,0.288896,20.8049,0.488397,0.4152,0.4401,3221100001241020525,19.72649,0.176,19.07866,0.309,18.48,0.483,15.761,9999,10.8,13.28,12.1,13.198,4,12.968,0.7,13.27
1.0965,-99,7,XMM,111180201,1237656567574170283,1237656567574170283,310.181,-0.7635221,0.607967,0.147761,GALAXY,2.522455E-14,2.524048E-13,1.542019E-13,no,2.969968,2.969915,2.760828,2.604588,1.748014,5.014523,0.06815957,2.467055,1.926778,5.382488,False,0.3098828,0.2280088,0.165371,0.1253958,0.08890719,24.22709,1.743687,22.87085,0.2876192,21.19879,0.09714102,20.22929,0.06359038,19.90082,0.1883039,6401869206833337226,23.00584,0.4549564,-99,-99,433871648619,16.05896,0.005419,15.83321,0.008106,15.53367,0.007324,15.89004,0.010159,0.2278,0.2406,3100001601241041567,18.64882,0.074,18.19062,0.086,17.408,0.207,15.225,9999,19.2,12.893,19.9,12.832,9.4,10.956,5.6,10.914
1.0975,1.083,0.32,CSC,8610,1237663784193949967,1237663277387415840,352.0735,0.2021707,0.74803,0.08036,-999,0,0,3.526956E-14,no,6.040822,1.266398,1.45011,2.557848,1.824108,1.666102,1.716632,2.007568,2.290222,1.83607,False,0.213735,0.1572642,0.1140611,0.08648908,0.06132184,21.03623,0.07346058,20.77983,0.02463991,20.54042,0.02851688,20.41537,0.03879905,19.73848,0.09290391,2417027961542676303,21.55516,0.05808153,22.49242,0.1062825,433830677598,-99,-99,20.73577,0.209252,20.62498,0.554252,-99,-99,0.3525,0.3586,3524100001241023002,19.02646,0.088,19.26063,0.222,18.126,9999,15.805,9999,16.7,13.833,8.9,13.84,2.5,13.663,0.2,13.178
1.1021,1.0923,1,CSC,8605,1237657190902268123,1237666661301878946,353.3162,-0.08131295,0.696264,0.02363,QSO,3.15901E-14,0,7.121732E-14,no,1.833725,1.729113,1.47855,1.370024,27.92155,1.964571,1.819176,1.60583,1.608179,2.543619,True,0.1975216,0.1453345,0.1054087,0.07992823,0.05667011,20.49767,0.05524348,20.04743,0.01695035,19.9525,0.0214869,19.88442,0.0286618,19.71411,0.09995143,2911825786227917884,20.45476,0.0284088,20.91086,0.05101828,433832596639,19.06604,0.04784,19.06781,0.058497,19.04331,0.149851,19.88844,0.328451,0.2962,0.308,3539100001241019551,18.8959,0.102,18.96113,0.143,17.944,9999,15.65,9999,18.7,12.272,11.9,12.395,2.2,13.195,0.9,13.476
1.1021,1.0923,1,XMM,673002301,1237657190902268123,1237666661301878946,353.3159,-0.08141586,0.696264,0.02363,QSO,2.859625E-14,3.668302E-14,8.168344E-14,no,1.833725,1.729113,1.47855,1.370024,27.92155,1.964571,1.819176,1.60583,1.608179,2.543619,True,0.1975216,0.1453345,0.1054087,0.07992823,0.05667011,20.49767,0.05524348,20.04743,0.01695035,19.9525,0.0214869,19.88442,0.0286618,19.71411,0.09995143,2911825786227917884,20.45476,0.0284088,20.91086,0.05101828,433832596639,19.06604,0.04784,19.06781,0.058497,19.04331,0.149851,19.88844,0.328451,0.2962,0.308,3539100001241019551,18.8959,0.102,18.96113,0.143,17.944,9999,15.65,9999,18.7,12.272,11.9,12.395,2.2,13.195,0.9,13.476
1.1236,1.1215,0.52,XMM,203690101,1237663716555489603,1237676326569377948,9.746093,0.9138259,0.413653,0.025917,QSO,3.179588E-14,5.244912E-14,9.528877E-14,no,1.35045,2.037622,4.541906,8.310739,1.978133,1.405009,8.068897,6.184815,7.042674,0.9277698,False,0.09857632,0.07253151,0.0526059,0.03988947,0.02828213,20.12932,0.1372071,19.91477,0.05016853,19.72965,0.0470112,19.36777,0.04059549,18.91625,0.06943641,2916610860832008598,20.14336,0.04911188,20.68008,0.07607292,433827473191,17.59808,0.047018,-99,-99,-99,-99,-99,-99,0.2889,0.3083,90101501241000165,18.91544,0.104,18.65306,0.128,18.285,0.49,15.908,9999,17.5,13.803,13.4,13.848,4.2,13.952,2,13.802
1.1491,1.1624,0.38,XMM,200480401,1237666406848397653,1237663542101999868,37.92978,-0.8765541,0.654493,0.041532,QSO,8.643921E-15,0,3.635631E-14,no,1.988753,1.279242,3.352531,0.9827154,7.359316,0.6228288,0.8976881,4.121701,1.495538,4.806615,True,0.1585305,0.1166452,0.08460086,0.06415027,0.04548334,21.55533,0.1032209,21.15259,0.03429331,21.01334,0.0430155,20.80582,0.05221237,20.37434,0.1349104,2417661280240281623,21.73543,0.0827496,22.36007,0.1302927,433837730228,20.38205,0.297409,-99,-99,-99,-99,-99,-99,0.324,0.3429,378001601241036362,19.47354,0.141,19.17592,0.158,18.283,9999,16.12,9999,16,29.566,13.3,29.801,0.7,28.704,1,29.128
1.1536,1.1401,1.34,CSC,5695,1237666299481686186,1237666724649894175,49.90434,-0.9723241,1.411363,0.021215,QSO,8.922073E-15,0,2.566193E-14,no,2.222233,2.143814,1.725007,1.630829,27.92058,2.521111,2.251183,2.064737,2.169605,2.764331,True,0.3073644,0.2261558,0.1640271,0.1243767,0.08818466,20.25827,0.05115158,20.11163,0.02194222,19.78954,0.02092019,19.5951,0.0256417,19.56893,0.0921132,3786790751332994088,21.18718,0.05289331,22.34659,0.1939373,433837951783,20.09851,0.30105,-99,-99,-99,-99,19.67628,0.260542,0.2921,0.3083,499001601241032986,18.91173,0.077,18.68654,0.134,18.071,0.341,15.509,9999,16.9,11.92,14.2,12.219,5.3,11.028,2.4,11.561
1.1655,1.1979,0.84,CSC,4963,1237666338116600080,1237666338116600080,19.69863,-1.020518,0.691351,0.072987,QSO,9.885009E-15,0,2.496484E-14,no,2.95228,1.699775,1.009925,3.968589,1.799102,1.452991,1.543205,0.9581127,1.27435,1.604137,True,0.1839203,0.1353268,0.09815027,0.07442438,0.05276781,21.25783,0.08966859,20.77429,0.02920856,20.75509,0.03015473,20.66011,0.04369702,20.56781,0.1527053,6473293482175759921,21.92816,0.1535916,22.61649,0.2112295,433837805645,20.19556,0.179865,20.01478,0.191248,20.02461,0.218346,20.64397,0.343575,0.2462,0.254,196001601241030725,18.40742,0.062,19.05771,0.259,17.63,9999,15.663,9999,23.4,12.873,10.9,11.878,2.3,12.883,0.4,12.604
1.1705,1.169,1.66,XMM,134920901,1237666300559032565,1237666725727305936,58.23103,-0.01739063,0.548457,0.027729,QSO,6.210307E-14,1.276347E-13,1.910099E-13,no,2.928766,2.706061,1.979579,1.869983,1.992258,2.904808,2.666602,2.127862,2.115072,1.739892,True,1.056772,0.777563,0.5639535,0.4276289,0.3031942,21.06764,0.06371835,20.18987,0.01686206,19.77491,0.01752217,19.28447,0.01712939,19.48845,0.0769551,3786403723237919897,22.07736,0.04238889,-99,-99,433832726112,19.60954,0.136694,19.60485,0.178492,19.44341,0.170333,19.54898,0.237593,0.1829,0.1945,574100001241015289,18.2609,0.065,18.0238,0.061,17.525,0.229,15.577,0.328,25.2,11.866,22.2,11.557,5.3,10.824,2.2,10.617
1.1709,1.1694,0.36,XMM,200480401,1237666406848397654,1237663542101999870,37.9329,-1.028371,1.023089,0.042059,QSO,9.368787E-15,0,2.21235E-14,no,3.327362,1.410447,1.281731,2.013257,1.392282,1.239817,1.523864,1.626579,1.84464,1.126804,True,0.1628458,0.1198204,0.08690374,0.06589647,0.04672142,21.09049,0.07454716,20.98407,0.03024626,20.71567,0.03541386,20.64049,0.0484932,20.1673,0.1190168,2417661280240279699,21.37304,0.06052874,23.26089,0.2187282,433838575988,19.08582,0.078837,18.96098,0.106923,19.10351,0.213049,19.09856,0.178783,0.2849,0.2981,378001601241036392,19.15469,0.102,19.08605,0.194,18.682,0.434,15.884,9999,18.5,24.959,13.7,25.093,3.6,23.97,3,24.435
1.1709,1.1782,1.02,XMM,200480401,1237666406848332010,1237663542101868817,37.69097,-0.8985524,1.2568,0.01788,QSO,1.244025E-14,0,3.545503E-14,no,1.301477,1.499806,2.865556,1.01068,1.280273,0.7459092,3.504034,2.940339,0.7791238,0.768081,True,0.1605175,0.1181073,0.08566123,0.06495432,0.04605342,21.79177,0.126283,21.5332,0.04672291,21.12269,0.04684642,21.03096,0.06585496,20.93626,0.2252502,2417661280240281318,22.19356,0.1183511,23.58512,0.2743478,433837941634,-99,-99,-99,-99,17.73385,0.119991,-99,-99,0.6132,0.6429,378001601241036651,20.02361,0.175,19.74998,0.212,18.583,9999,16.233,9999,9.1,26.748,6.5,27.419,1.7,25.495,2,24.994
1.1768,1.185,1.74,XMM,90070201,1237663716555948069,1237663716555948069,10.80213,0.9346745,0.902801,0.04711,QSO,5.57745E-14,1.054326E-13,1.738957E-13,no,1.151225,17.28217,1.013356,1.01858,6.915703,1.254494,1.223279,1.092071,1.194128,1.168285,True,0.1014608,0.07465387,0.05414521,0.04105668,0.0291097,19.2088,0.02273329,18.98508,0.00891428,18.85069,0.009655704,18.9135,0.01265769,18.92331,0.03549727,6476002678826604842,19.84952,0.03252869,21.4775,0.07636532,433827499179,19.8343,0.313507,19.90677,0.263656,18.97822,0.201836,-99,-99,0.1456,0.1539,105101501241001327,18.94554,0.098,18.48415,0.141,17.065,9999,14.945,9999,17.5,12.084,14.7,11.98,2.3,4.002,1.3,4.04
1.1883,1.1825,0.52,XMM,673002301,1237657190901612799,1237666661301223668,351.7732,-0.1133411,0.956763,0.032361,QSO,3.777461E-14,0,1.197827E-13,no,2.566405,1.59837,1.501197,1.012028,1.620571,2.290014,2.158508,1.451977,2.240795,1.17685,True,0.1889405,0.1390206,0.1008294,0.07645585,0.05420815,21.15459,0.08473524,20.88986,0.03057515,20.5584,0.03495476,20.50749,0.04591411,20.22912,0.1521294,3784222292170516122,20.33905,0.0230372,21.54276,0.06543486,433832595913,18.87971,0.040165,18.76895,0.049161,18.47425,0.071504,18.68764,0.083878,0.1991,0.2032,3524100001241020083,18.5136,0.064,18.20786,0.096,17.828,0.289,15.976,0.485,24.5,11.869,21.7,11.815,5.6,11.866,2.9,11.638
1.2036,1.1988,0.52,XMM,304801201,1237666185626256184,1237666338091893991,323.3169,-1.018337,0.8558,0.070546,QSO,9.630097E-15,0,3.208408E-14,no,1.332984,1.915211,1.293997,1.28132,4.000606,0.6135437,1.815996,0.9777777,0.7942151,1.742688,True,0.2492621,0.1834047,0.1330204,0.1008653,0.07151477,21.78439,0.3503176,21.4538,0.1269557,21.23974,0.1001149,20.91147,0.09181117,20.35448,0.1534358,2904577805577625430,21.82915,0.07930449,23.18254,0.2064214,433871788072,19.08578,0.091468,18.59631,0.098515,17.69876,0.074819,-99,-99,0.53,0.5424,3236001601241038603,19.2077,0.132,19.67674,0.34,17.995,9999,15.785,9999,11.9,9.876,4.2,9.689,2.5,9.896,-0.2,9.87
1.2067,1.2065,0.52,CSC,8605,1237657190902333723,1237666661301879064,353.3708,-0.05229684,0.917535,0.02401,QSO,2.537369E-14,0,5.510883E-14,no,2.058061,1.726385,1.318,1.382836,1.318159,2.008256,1.856511,1.420401,1.444892,1.128343,True,0.2037436,0.1499126,0.1087291,0.082446,0.05845524,20.86538,0.0730161,20.65711,0.02606203,20.41215,0.03032537,20.37432,0.04234051,20.55054,0.2074543,2911825786227918054,21.17958,0.04192104,21.86529,0.0805748,433832596571,17.90109,0.017793,17.68517,0.017913,17.55997,0.037377,17.84427,0.055068,0.3782,0.3985,3539100001241019624,19.25711,0.151,18.99632,0.171,18.29,0.521,15.574,9999,14.3,12.895,9.8,12.863,4.1,13.007,1,12.99
1.2067,1.2065,0.52,XMM,673002301,1237657190902333723,1237666661301879064,353.3703,-0.05145539,0.917535,0.02401,QSO,1.014753E-14,0,3.178421E-14,no,2.058061,1.726385,1.318,1.382836,1.318159,2.008256,1.856511,1.420401,1.444892,1.128343,True,0.2037436,0.1499126,0.1087291,0.082446,0.05845524,20.86538,0.0730161,20.65711,0.02606203,20.41215,0.03032537,20.37432,0.04234051,20.55054,0.2074543,2911825786227918054,21.17958,0.04192104,21.86529,0.0805748,433832596571,17.90109,0.017793,17.68517,0.017913,17.55997,0.037377,17.84427,0.055068,0.3782,0.3985,3539100001241019624,19.25711,0.151,18.99632,0.171,18.29,0.521,15.574,9999,14.3,12.895,9.8,12.863,4.1,13.007,1,12.99
1.2222,-99,0.52,XMM,673002301,1237663783657472353,1237667172386209993,353.0823,-0.3432244,1.242809,0.229282,QSO,8.945557E-15,0,2.911063E-14,no,8.128751,1.222464,1.007553,4.700159,1.01307,1.666515,1.350289,1.265063,1.1418,0.1692711,True,0.177448,0.1305646,0.09469631,0.07180534,0.05091089,20.68381,0.05467879,20.52987,0.02108097,20.23093,0.02330676,20.23189,0.03245251,20.38297,0.1560258,2911860970597915995,20.71289,0.04113886,-99,-99,433834318946,17.33526,0.019756,17.0416,0.019519,16.7531,0.016842,16.94968,0.026297,0.4017,0.4218,3524100001241013106,19.5242,0.203,19.04751,0.205,18.313,0.429,15.806,9999,12,13.896,12.2,13.887,2.8,13.918,0.4,13.823
1.2308,1.2295,3.3,CSC,7823,1237663782596182350,1237678882103755331,21.48091,-1.188394,1.02163,0.029845,QSO,2.379309E-14,2.399601E-14,6.110448E-14,no,1.871463,3.125039,1.48821,1.626787,1.98025,2.549599,2.324145,1.422503,1.622246,1.636992,True,0.1797054,0.1322255,0.09590097,0.0727188,0.05155854,22.04829,0.2451492,21.22618,0.04658489,20.70543,0.04515228,20.5616,0.06621799,20.2217,0.1664199,2916329385853199529,23.31998,0.2184515,-99,-99,433838541033,-99,-99,-99,-99,19.19936,0.19151,-99,-99,0.3535,0.3662,211001601241027998,19.35728,0.111,19.19258,0.211,18.41,9999,15.549,9999,15.8,16.346,10.6,16.724,0.9,15.242,2.1,15.323
1.24,-99,7,CSC,8616,1237663784194081057,1237663277387612410,352.5114,0.1574206,0.347492,0.024883,GALAXY,2.382336E-14,0,6.72758E-14,no,4.405607,1.02292,4.42317,2.251714,0.820177,3.251029,0.6181072,3.35595,3.40385,0.4976404,True,0.2482994,0.1826964,0.1325066,0.1004758,0.07123858,21.79858,0.1114816,21.6896,0.04296977,20.86341,0.03305869,20.76748,0.04129219,20.63238,0.1559406,2417027961542675767,23.14844,0.2002724,23.72561,0.2627936,433830871725,15.75126,0.005777,15.77319,0.006665,15.90419,0.008851,16.40786,0.012464,0.54,0.5548,3524100001241024548,19.62867,0.181,19.26071,0.236,17.744,9999,15.86,9999,9.7,10.815,8.6,10.924,3.4,10.932,0,10.934
1.242,1.235,1.74,CSC,7241,1237663783143538802,1237678882114240713,45.43744,-0.734903,0.383317,0.041112,QSO,6.007313E-15,0,2.956603E-14,no,1.853636,1.907977,1.727717,1.885435,3.034967,2.039988,1.961625,1.838357,1.860093,2.763265,True,0.5928856,0.4362396,0.3163973,0.2399145,0.1701024,20.72453,0.06417039,20.32332,0.01818983,20.01341,0.0226985,19.67162,0.02830723,19.30012,0.06708542,3785453745193617153,21.80334,0.06171542,21.8723,0.1132523,433836901694,21.28023,0.422666,-99,-99,20.63852,0.430744,20.12653,0.466371,0.1667,0.1725,453100001241002837,18.5177,0.064,18.1464,0.063,17.832,0.232,15.586,9999,27.7,19.819,24,19.82,11,18.992,3.5,18.762
1.2646,1.2644,1.74,CSC,8613,1237663784193949865,1237663277387481179,352.1902,0.08366728,1.524531,0.029335,QSO,2.643875E-14,0,7.087127E-14,no,1.175836,1.067813,1.277605,0.9753593,0.9582505,1.1686,1.300721,1.480916,1.3069,1.058398,True,0.2491872,0.1833495,0.1329804,0.100835,0.07149327,20.10171,0.03872614,19.76753,0.01312522,19.91095,0.01871479,19.14388,0.01542,19.12852,0.05381716,2417027961540577778,21.27202,0.04722914,-99,-99,433830895929,20.42709,0.208663,20.84216,0.287874,-99,-99,-99,-99,0.3109,0.3187,3524100001241018786,18.9637,0.097,18.52973,0.104,17.916,0.351,15.728,9999,15.7,10.855,15,10.807,6.5,10.923,0.9,10.669
1.2646,1.2644,1.74,XMM,673002301,1237663784193949865,1237663277387481179,352.1892,0.08371609,1.524531,0.029335,QSO,1.982251E-14,0,7.279206E-14,no,1.175836,1.067813,1.277605,0.9753593,0.9582505,1.1686,1.300721,1.480916,1.3069,1.058398,True,0.2491872,0.1833495,0.1329804,0.100835,0.07149327,20.10171,0.03872614,19.76753,0.01312522,19.91095,0.01871479,19.14388,0.01542,19.12852,0.05381716,2417027961540577778,21.27202,0.04722914,-99,-99,433830895929,20.42709,0.208663,20.84216,0.287874,-99,-99,-99,-99,0.3109,0.3187,3524100001241018786,18.9637,0.097,18.52973,0.104,17.916,0.351,15.728,9999,15.7,10.855,15,10.807,6.5,10.923,0.9,10.669
1.27,1.2455,1.22,XMM,303562201,1237663784202141732,1237676325496160300,10.81968,0.1689542,1.517896,0.029849,QSO,0,0,3.772798E-14,no,11.14403,1.301025,1.19069,1.112136,1.394805,1.559668,1.458829,1.285514,1.249603,1.307957,True,0.1090852,0.08026383,0.05821402,0.04414193,0.03129718,19.25389,0.04480459,19.16799,0.01749635,19.01674,0.01608151,18.76791,0.01490934,18.84577,0.04445623,2915097932832180146,20.17708,0.03087354,20.9231,0.06841715,433830863795,19.97146,0.230428,-99,-99,19.13504,0.248209,18.9494,0.250846,0.2202,0.2339,105100001241023623,18.40881,0.08,18.22139,0.084,17.747,0.374,15.703,9999,23.3,13.78,15.6,13.788,4.9,9.842,-0.6,11.783
1.2756,1.275,1.28,CSC,8610,1237666408438956055,1237663204373823527,352.0849,0.3772981,1.307334,0.024539,QSO,4.293587E-14,0,1.00438E-13,no,1.475591,1.377774,1.393646,1.148745,1.223649,1.653653,1.538586,1.682991,1.625232,1.670194,True,0.2092652,0.1539754,0.1116758,0.08468035,0.06003942,18.33576,0.01496083,18.1311,0.005968242,17.87016,0.006324592,17.81998,0.007361388,17.88207,0.02172649,2417027961542678547,19.24541,0.01480303,20.8492,0.04443537,433828906550,-99,-99,19.65879,0.091794,-99,-99,-99,-99,0.1115,0.1131,3524100001241022833,17.57731,0.034,16.9525,0.029,16.285,0.07,14.813,0.187,33.8,11.889,37.2,11.819,23.2,11.575,9.7,11.557
1.2852,1.2838,1.2,XMM,90070201,1237663716556013657,1237663716556013657,10.92216,0.9362308,0.831096,0.031816,QSO,8.86388E-14,1.806561E-13,2.782634E-13,no,1.2115,1.102234,1.02094,1.120823,1.030712,1.210176,1.18178,1.092655,1.238341,1.326125,True,0.1137297,0.0836812,0.06069259,0.04602135,0.03262971,19.84019,0.03279468,19.40396,0.01089099,19.26046,0.0119491,19.40308,0.01695323,19.25358,0.04561349,6476002678826604857,20.53133,0.04630807,21.74534,0.08846249,433827446569,-99,-99,20.896,0.160209,-99,-99,-99,-99,0.245,0.2567,105101501241001320,18.65697,0.089,18.42953,0.167,17.671,9999,15.282,9999,21.4,13.941,15.5,13.807,0,5.913,-0.4,6.587
1.3059,1.2872,1.1,XMM,147580401,1237656909038026934,1237666662913998885,356.7733,1.108708,1.042889,0.02278,QSO,6.486929E-14,7.925044E-14,1.788797E-13,no,1.637418,1.515728,1.473586,1.461667,1.268413,1.807293,1.592416,1.511946,1.41239,1.326475,True,0.1380448,0.101572,0.07366852,0.05586061,0.03960587,19.03736,0.02264119,18.99639,0.008816619,18.86637,0.01085636,18.91923,0.01588721,19.04466,0.05602517,2910946176925701215,19.94271,0.02578335,20.98543,0.03209772,433826294571,-99,-99,-99,-99,-99,-99,19.83507,0.331838,0.1692,0.1783,3569101501241008535,18.09482,0.047,17.88828,0.058,18.138,0.409,15.921,9999,27.4,12.843,24,12.815,5.2,12.905,1.2,12.867
1.3169,1.3088,0.58,XMM,303562201,1237663784202141733,1237676325496160345,10.81817,0.178918,0.580548,0.030987,QSO,3.730052E-14,0,9.144698E-14,no,2.805443,1.505595,1.513816,4.923592,1.865607,2.311113,1.584104,2.168029,2.082436,1.92822,False,0.1095834,0.08063042,0.05847991,0.04434354,0.03144012,19.8691,0.08105434,19.60185,0.02781946,19.57537,0.02817716,19.23724,0.02390105,19.27742,0.07340053,2915097932832180410,19.90447,0.03247846,20.62625,0.05897444,433830863791,18.25953,0.043692,18.04202,0.06028,18.02816,0.100973,18.24354,0.132965,0.1826,0.1915,105100001241023710,17.71183,0.043,17.8924,0.091,17.921,0.418,15.483,9999,27.1,13.785,20.1,13.784,2.8,9.981,1,11.647
1.3207,1.3109,1.42,CSC,4987,1237663784213151849,1237676325507170450,36.03435,0.05041157,1.607238,0.08051,QSO,1.038747E-14,0,2.491601E-14,no,7.359953,1.270388,4.088275,1.195294,1.32087,3.62817,1.518186,3.815297,1.73146,4.350614,True,0.2071878,0.1524468,0.1105671,0.08383972,0.05944341,20.69634,0.1275718,20.50661,0.04104826,20.23005,0.03524803,19.92369,0.0307906,19.8789,0.133631,3780070536264024953,21.56901,0.09764906,22.08001,0.1769879,433832452696,18.76058,0.109929,18.43288,0.12281,18.12222,0.13065,17.97379,0.106865,0.3601,0.3871,363100001241022392,19.75023,0.168,19.09643,0.166,18.132,9999,16.222,9999,12.2,23.644,13.5,23.669,7.3,23.953,-0.5,23.948
1.3215,-99,0.52,CSC,8616,1237663784194081032,1237663277387612401,352.4643,0.1615671,0.884435,0.025551,QSO,3.258497E-14,0,8.592342E-14,no,4.151519,1.131971,1.0449,5.083761,3.136218,1.155394,1.207477,1.151532,1.294842,1.470981,True,0.2465243,0.1813902,0.1315593,0.09975743,0.07072926,20.6056,0.0490481,20.3015,0.01676272,20.02628,0.01861382,19.99006,0.02336158,19.84556,0.08177192,2417027961542675844,21.21043,0.0459137,21.90531,0.08846212,433830871619,15.63336,0.005249,15.39102,0.004826,15.17973,0.0047,15.45843,0.005613,0.2742,0.2776,3524100001241024389,18.79161,0.101,18.76265,0.154,17.599,9999,15.796,9999,20.2,10.941,13.3,10.874,3.7,10.982,0.2,10.861
1.3218,1.2676,5.54,CSC,5650,1237645943978656211,1237676326589563155,55.74847,1.022204,0.649932,0.029134,QSO,0,0,3.259972E-14,no,2.9698,3.175219,2.10281,2.083323,2.327416,1.006133,2.889102,2.353418,2.331618,2.564124,False,0.9218001,0.6782517,0.4919247,0.3730116,0.2644699,22.47985,0.3429526,22.08017,0.1199012,21.51721,0.09746613,20.88057,0.07433022,20.53384,0.1505442,3781161251796684848,24.72199,0.4690341,-99,-99,433826385169,19.19175,0.059179,19.06064,0.072662,18.90181,0.113558,19.04548,0.161228,0.2577,0.2741,559101501241005101,18.97619,0.114,18.97661,0.184,17.435,9999,15.687,9999,19.9,13.867,13.8,13.828,8.3,11.964,2.2,11.758
1.3293,1.3314,0.88,CSC,8609,1237663784194408745,1237667172923146418,353.1267,0.02705777,0.715889,0.027709,QSO,1.510884E-14,0,3.969674E-14,no,1.368733,1.2228,1.225783,5.309444,1.394058,1.587125,1.47409,1.468384,1.345563,1.155539,True,0.197258,0.1451405,0.105268,0.07982154,0.05659447,20.64804,0.05873731,20.2591,0.01781677,20.13656,0.02228496,20.07325,0.03038422,19.80301,0.1048566,2911825786227918852,21.29888,0.04213655,21.97809,0.08899814,433832586006,-99,-99,18.06086,0.071875,-99,-99,-99,-99,0.3678,0.3801,3524100001241014581,19.40689,0.171,19.15812,0.236,17.785,9999,15.661,9999,14.5,12.805,10.9,12.906,3,12.847,2.3,12.851
